Start Date,End Date,Year,Month,Group,State,Indicator,Non-Hispanic White,Non-Hispanic Black or African American,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Non Hispanic more than one race,Hispanic or Latino
11/01/2020,11/30/2020,2020,11.0,By Month,Nebraska,Weighted distribution of population (%),71.7,9.0,0.5,4.1,0.1,2.4,12.3
12/01/2020,12/31/2020,2020,12.0,By Month,Nebraska,Count of COVID-19 deaths,559.0,17.0,0.0,0.0,0.0,0.0,37.0
12/01/2020,12/31/2020,2020,12.0,By Month,Nebraska,Distribution of COVID-19 deaths (%),89.7,2.7,0.0,0.0,0.0,0.0,5.9
12/01/2020,12/31/2020,2020,12.0,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4
12/01/2020,12/31/2020,2020,12.0,By Month,Nebraska,Weighted distribution of population (%),72.1,9.0,0.5,4.2,0.1,2.4,11.8
01/01/2021,01/31/2021,2021,1.0,By Month,Nebraska,Count of COVID-19 deaths,311.0,0.0,0.0,0.0,0.0,0.0,16.0
01/01/2021,01/31/2021,2021,1.0,By Month,Nebraska,Distribution of COVID-19 deaths (%),90.1,0.0,0.0,0.0,0.0,0.0,4.6
01/01/2021,01/31/2021,2021,1.0,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4
01/01/2021,01/31/2021,2021,1.0,By Month,Nebraska,Weighted distribution of population (%),71.8,9.1,0.5,4.2,0.1,2.4,11.9
02/01/2021,02/28/2021,2021,2.0,By Month,Nebraska,Count of COVID-19 deaths,107.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2021,02/28/2021,2021,2.0,By Month,Nebraska,Distribution of COVID-19 deaths (%),89.9,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2021,02/28/2021,2021,2.0,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4
02/01/2021,02/28/2021,2021,2.0,By Month,Nebraska,Weighted distribution of population (%),71.9,9.1,0.5,4.2,0.1,2.4,11.8
03/01/2021,03/31/2021,2021,3.0,By Month,Nebraska,Count of COVID-19 deaths,65.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2021,03/31/2021,2021,3.0,By Month,Nebraska,Distribution of COVID-19 deaths (%),86.7,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2021,03/31/2021,2021,3.0,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4
03/01/2021,03/31/2021,2021,3.0,By Month,Nebraska,Weighted distribution of population (%),71.9,9.1,0.5,4.2,0.1,2.4,11.7
04/01/2021,04/24/2021,2021,4.0,By Month,Nebraska,Count of COVID-19 deaths,19.0,0.0,0.0,0.0,0.0,0.0,0.0
04/01/2021,04/24/2021,2021,4.0,By Month,Nebraska,Distribution of COVID-19 deaths (%),90.5,0.0,0.0,0.0,0.0,0.0,0.0
04/01/2021,04/24/2021,2021,4.0,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4
04/01/2021,04/24/2021,2021,4.0,By Month,Nebraska,Weighted distribution of population (%),72.0,8.8,0.5,4.1,0.1,2.4,12.1
01/01/2020,01/31/2020,2020,1.0,By Month,Nevada,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,Nevada,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2
01/01/2020,01/31/2020,2020,1.0,By Month,Nevada,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Nevada,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Nevada,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2
02/01/2020,02/29/2020,2020,2.0,By Month,Nevada,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,Nevada,Count of COVID-19 deaths,16.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,Nevada,Distribution of COVID-19 deaths (%),45.7,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2
03/01/2020,03/31/2020,2020,3.0,By Month,Nevada,Weighted distribution of population (%),42.2,11.6,0.5,9.7,0.7,3.8,31.5
04/01/2020,04/30/2020,2020,4.0,By Month,Nevada,Count of COVID-19 deaths,102.0,41.0,0.0,39.0,0.0,0.0,42.0
04/01/2020,04/30/2020,2020,4.0,By Month,Nevada,Distribution of COVID-19 deaths (%),44.7,18.0,0.0,17.1,0.0,0.0,18.4
04/01/2020,04/30/2020,2020,4.0,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2
04/01/2020,04/30/2020,2020,4.0,By Month,Nevada,Weighted distribution of population (%),42.5,11.5,0.5,9.7,0.7,3.8,31.4
05/01/2020,05/31/2020,2020,5.0,By Month,Nevada,Count of COVID-19 deaths,78.0,19.0,0.0,20.0,0.0,0.0,41.0
05/01/2020,05/31/2020,2020,5.0,By Month,Nevada,Distribution of COVID-19 deaths (%),48.1,11.7,0.0,12.3,0.0,0.0,25.3
05/01/2020,05/31/2020,2020,5.0,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2
05/01/2020,05/31/2020,2020,5.0,By Month,Nevada,Weighted distribution of population (%),42.6,11.4,0.5,9.6,0.7,3.8,31.3
06/01/2020,06/30/2020,2020,6.0,By Month,Nevada,Count of COVID-19 deaths,38.0,14.0,0.0,13.0,0.0,0.0,26.0
06/01/2020,06/30/2020,2020,6.0,By Month,Nevada,Distribution of COVID-19 deaths (%),41.8,15.4,0.0,14.3,0.0,0.0,28.6
06/01/2020,06/30/2020,2020,6.0,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2
06/01/2020,06/30/2020,2020,6.0,By Month,Nevada,Weighted distribution of population (%),42.1,11.7,0.5,9.8,0.7,3.8,31.5
07/01/2020,07/31/2020,2020,7.0,By Month,Nevada,Count of COVID-19 deaths,155.0,43.0,0.0,35.0,0.0,0.0,125.0
07/01/2020,07/31/2020,2020,7.0,By Month,Nevada,Distribution of COVID-19 deaths (%),42.3,11.7,0.0,9.6,0.0,0.0,34.2
07/01/2020,07/31/2020,2020,7.0,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2
07/01/2020,07/31/2020,2020,7.0,By Month,Nevada,Weighted distribution of population (%),42.3,11.6,0.5,9.7,0.7,3.8,31.4
08/01/2020,08/31/2020,2020,8.0,By Month,Nevada,Count of COVID-19 deaths,191.0,54.0,0.0,59.0,0.0,0.0,160.0
08/01/2020,08/31/2020,2020,8.0,By Month,Nevada,Distribution of COVID-19 deaths (%),40.3,11.4,0.0,12.4,0.0,0.0,33.8
08/01/2020,08/31/2020,2020,8.0,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2
08/01/2020,08/31/2020,2020,8.0,By Month,Nevada,Weighted distribution of population (%),42.0,11.7,0.5,9.8,0.7,3.8,31.6
09/01/2020,09/30/2020,2020,9.0,By Month,Nevada,Count of COVID-19 deaths,95.0,23.0,0.0,33.0,0.0,0.0,75.0
09/01/2020,09/30/2020,2020,9.0,By Month,Nevada,Distribution of COVID-19 deaths (%),41.7,10.1,0.0,14.5,0.0,0.0,32.9
09/01/2020,09/30/2020,2020,9.0,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2
09/01/2020,09/30/2020,2020,9.0,By Month,Nevada,Weighted distribution of population (%),42.2,11.7,0.5,9.7,0.7,3.8,31.5
10/01/2020,10/31/2020,2020,10.0,By Month,Nevada,Count of COVID-19 deaths,83.0,16.0,0.0,20.0,0.0,0.0,52.0
10/01/2020,10/31/2020,2020,10.0,By Month,Nevada,Distribution of COVID-19 deaths (%),46.4,8.9,0.0,11.2,0.0,0.0,29.1
10/01/2020,10/31/2020,2020,10.0,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2
10/01/2020,10/31/2020,2020,10.0,By Month,Nevada,Weighted distribution of population (%),43.1,11.2,0.5,9.5,0.7,3.7,31.2
11/01/2020,11/30/2020,2020,11.0,By Month,Nevada,Count of COVID-19 deaths,284.0,47.0,0.0,38.0,0.0,0.0,140.0
11/01/2020,11/30/2020,2020,11.0,By Month,Nevada,Distribution of COVID-19 deaths (%),54.3,9.0,0.0,7.3,0.0,0.0,26.8
11/01/2020,11/30/2020,2020,11.0,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2
11/01/2020,11/30/2020,2020,11.0,By Month,Nevada,Weighted distribution of population (%),42.9,11.3,0.5,9.6,0.7,3.7,31.3
12/01/2020,12/31/2020,2020,12.0,By Month,Nevada,Count of COVID-19 deaths,694.0,94.0,22.0,119.0,0.0,13.0,287.0
12/01/2020,12/31/2020,2020,12.0,By Month,Nevada,Distribution of COVID-19 deaths (%),56.1,7.6,1.8,9.6,0.0,1.1,23.2
12/01/2020,12/31/2020,2020,12.0,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2
12/01/2020,12/31/2020,2020,12.0,By Month,Nevada,Weighted distribution of population (%),43.0,11.3,0.5,9.6,0.7,3.7,31.2
01/01/2021,01/31/2021,2021,1.0,By Month,Nevada,Count of COVID-19 deaths,643.0,90.0,11.0,138.0,17.0,11.0,258.0
01/01/2021,01/31/2021,2021,1.0,By Month,Nevada,Distribution of COVID-19 deaths (%),55.1,7.7,0.9,11.8,1.5,0.9,22.1
01/01/2021,01/31/2021,2021,1.0,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2
01/01/2021,01/31/2021,2021,1.0,By Month,Nevada,Weighted distribution of population (%),42.3,11.6,0.5,9.7,0.7,3.8,31.4
02/01/2021,02/28/2021,2021,2.0,By Month,Nevada,Count of COVID-19 deaths,281.0,56.0,0.0,59.0,11.0,0.0,137.0
02/01/2021,02/28/2021,2021,2.0,By Month,Nevada,Distribution of COVID-19 deaths (%),51.1,10.2,0.0,10.7,2.0,0.0,24.9
02/01/2021,02/28/2021,2021,2.0,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2
02/01/2021,02/28/2021,2021,2.0,By Month,Nevada,Weighted distribution of population (%),42.1,11.7,0.5,9.7,0.7,3.8,31.5
03/01/2021,03/31/2021,2021,3.0,By Month,Nevada,Count of COVID-19 deaths,118.0,20.0,0.0,24.0,0.0,0.0,43.0
03/01/2021,03/31/2021,2021,3.0,By Month,Nevada,Distribution of COVID-19 deaths (%),56.5,9.6,0.0,11.5,0.0,0.0,20.6
03/01/2021,03/31/2021,2021,3.0,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2
03/01/2021,03/31/2021,2021,3.0,By Month,Nevada,Weighted distribution of population (%),42.1,11.7,0.5,9.8,0.7,3.8,31.5
04/01/2021,04/24/2021,2021,4.0,By Month,Nevada,Count of COVID-19 deaths,28.0,0.0,0.0,0.0,0.0,0.0,21.0
04/01/2021,04/24/2021,2021,4.0,By Month,Nevada,Distribution of COVID-19 deaths (%),44.4,0.0,0.0,0.0,0.0,0.0,33.3
04/01/2021,04/24/2021,2021,4.0,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2
04/01/2021,04/24/2021,2021,4.0,By Month,Nevada,Weighted distribution of population (%),42.2,11.6,0.5,9.7,0.7,3.8,31.5
01/01/2020,01/31/2020,2020,1.0,By Month,New Hampshire,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,New Hampshire,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0.0,1.6,4.0
01/01/2020,01/31/2020,2020,1.0,By Month,New Hampshire,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,New Hampshire,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,New Hampshire,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0.0,1.6,4.0
02/01/2020,02/29/2020,2020,2.0,By Month,New Hampshire,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,New Hampshire,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,New Hampshire,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0.0,1.6,4.0
03/01/2020,03/31/2020,2020,3.0,By Month,New Hampshire,Weighted distribution of population (%),85.4,2.2,0.2,4.0,0.0,1.7,6.3
04/01/2020,04/30/2020,2020,4.0,By Month,New Hampshire,Count of COVID-19 deaths,78.0,0.0,0.0,0.0,0.0,0.0,0.0
04/01/2020,04/30/2020,2020,4.0,By Month,New Hampshire,Distribution of COVID-19 deaths (%),94.0,0.0,0.0,0.0,0.0,0.0,0.0
04/01/2020,04/30/2020,2020,4.0,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0.0,1.6,4.0
04/01/2020,04/30/2020,2020,4.0,By Month,New Hampshire,Weighted distribution of population (%),86.7,2.0,0.2,3.7,0.0,1.7,5.8
05/01/2020,05/31/2020,2020,5.0,By Month,New Hampshire,Count of COVID-19 deaths,166.0,0.0,0.0,0.0,0.0,0.0,0.0
05/01/2020,05/31/2020,2020,5.0,By Month,New Hampshire,Distribution of COVID-19 deaths (%),92.2,0.0,0.0,0.0,0.0,0.0,0.0
05/01/2020,05/31/2020,2020,5.0,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0.0,1.6,4.0
05/01/2020,05/31/2020,2020,5.0,By Month,New Hampshire,Weighted distribution of population (%),85.8,2.2,0.2,3.9,0.0,1.7,6.3
06/01/2020,06/30/2020,2020,6.0,By Month,New Hampshire,Count of COVID-19 deaths,95.0,0.0,0.0,0.0,0.0,0.0,0.0
06/01/2020,06/30/2020,2020,6.0,By Month,New Hampshire,Distribution of COVID-19 deaths (%),95.0,0.0,0.0,0.0,0.0,0.0,0.0
06/01/2020,06/30/2020,2020,6.0,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0.0,1.6,4.0
06/01/2020,06/30/2020,2020,6.0,By Month,New Hampshire,Weighted distribution of population (%),84.2,2.5,0.2,4.3,0.0,1.8,7.1
07/01/2020,07/31/2020,2020,7.0,By Month,New Hampshire,Count of COVID-19 deaths,33.0,0.0,0.0,0.0,0.0,0.0,0.0
07/01/2020,07/31/2020,2020,7.0,By Month,New Hampshire,Distribution of COVID-19 deaths (%),100.0,0.0,0.0,0.0,0.0,0.0,0.0
07/01/2020,07/31/2020,2020,7.0,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0.0,1.6,4.0
07/01/2020,07/31/2020,2020,7.0,By Month,New Hampshire,Weighted distribution of population (%),84.7,2.4,0.2,4.1,0.0,1.8,6.7
08/01/2020,08/31/2020,2020,8.0,By Month,New Hampshire,Count of COVID-19 deaths,12.0,0.0,0.0,0.0,0.0,0.0,0.0
08/01/2020,08/31/2020,2020,8.0,By Month,New Hampshire,Distribution of COVID-19 deaths (%),85.7,0.0,0.0,0.0,0.0,0.0,0.0
08/01/2020,08/31/2020,2020,8.0,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0.0,1.6,4.0
08/01/2020,08/31/2020,2020,8.0,By Month,New Hampshire,Weighted distribution of population (%),86.1,2.1,0.2,3.8,0.0,1.7,6.1
09/01/2020,09/30/2020,2020,9.0,By Month,New Hampshire,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/01/2020,09/30/2020,2020,9.0,By Month,New Hampshire,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/01/2020,09/30/2020,2020,9.0,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0.0,1.6,4.0
09/01/2020,09/30/2020,2020,9.0,By Month,New Hampshire,Weighted distribution of population (%),85.6,2.2,0.2,3.9,0.0,1.7,6.3
10/01/2020,10/31/2020,2020,10.0,By Month,New Hampshire,Count of COVID-19 deaths,41.0,0.0,0.0,0.0,0.0,0.0,0.0
10/01/2020,10/31/2020,2020,10.0,By Month,New Hampshire,Distribution of COVID-19 deaths (%),97.6,0.0,0.0,0.0,0.0,0.0,0.0
10/01/2020,10/31/2020,2020,10.0,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0.0,1.6,4.0
10/01/2020,10/31/2020,2020,10.0,By Month,New Hampshire,Weighted distribution of population (%),84.7,2.4,0.2,4.2,0.0,1.8,6.8
11/01/2020,11/30/2020,2020,11.0,By Month,New Hampshire,Count of COVID-19 deaths,68.0,0.0,0.0,0.0,0.0,0.0,0.0
11/01/2020,11/30/2020,2020,11.0,By Month,New Hampshire,Distribution of COVID-19 deaths (%),97.1,0.0,0.0,0.0,0.0,0.0,0.0
11/01/2020,11/30/2020,2020,11.0,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0.0,1.6,4.0
11/01/2020,11/30/2020,2020,11.0,By Month,New Hampshire,Weighted distribution of population (%),87.0,2.0,0.2,3.5,0.0,1.7,5.6
12/01/2020,12/31/2020,2020,12.0,By Month,New Hampshire,Count of COVID-19 deaths,260.0,0.0,0.0,0.0,0.0,0.0,0.0
12/01/2020,12/31/2020,2020,12.0,By Month,New Hampshire,Distribution of COVID-19 deaths (%),94.2,0.0,0.0,0.0,0.0,0.0,0.0
12/01/2020,12/31/2020,2020,12.0,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0.0,1.6,4.0
12/01/2020,12/31/2020,2020,12.0,By Month,New Hampshire,Weighted distribution of population (%),86.4,2.1,0.2,3.8,0.0,1.7,5.9
01/01/2021,01/31/2021,2021,1.0,By Month,New Hampshire,Count of COVID-19 deaths,301.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2021,01/31/2021,2021,1.0,By Month,New Hampshire,Distribution of COVID-19 deaths (%),96.8,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2021,01/31/2021,2021,1.0,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0.0,1.6,4.0
01/01/2021,01/31/2021,2021,1.0,By Month,New Hampshire,Weighted distribution of population (%),87.1,1.9,0.2,3.6,0.0,1.7,5.5
02/01/2021,02/28/2021,2021,2.0,By Month,New Hampshire,Count of COVID-19 deaths,84.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2021,02/28/2021,2021,2.0,By Month,New Hampshire,Distribution of COVID-19 deaths (%),96.6,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2021,02/28/2021,2021,2.0,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0.0,1.6,4.0
02/01/2021,02/28/2021,2021,2.0,By Month,New Hampshire,Weighted distribution of population (%),87.6,1.8,0.2,3.4,0.0,1.6,5.3
03/01/2021,03/31/2021,2021,3.0,By Month,New Hampshire,Count of COVID-19 deaths,46.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2021,03/31/2021,2021,3.0,By Month,New Hampshire,Distribution of COVID-19 deaths (%),93.9,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2021,03/31/2021,2021,3.0,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0.0,1.6,4.0
03/01/2021,03/31/2021,2021,3.0,By Month,New Hampshire,Weighted distribution of population (%),86.9,2.0,0.2,3.6,0.0,1.7,5.6
04/01/2021,04/24/2021,2021,4.0,By Month,New Hampshire,Count of COVID-19 deaths,18.0,0.0,0.0,0.0,0.0,0.0,0.0
04/01/2021,04/24/2021,2021,4.0,By Month,New Hampshire,Distribution of COVID-19 deaths (%),94.7,0.0,0.0,0.0,0.0,0.0,0.0
04/01/2021,04/24/2021,2021,4.0,By Month,New Hampshire,Unweighted distribution of population (%),89.8,1.5,0.2,2.9,0.0,1.6,4.0
04/01/2021,04/24/2021,2021,4.0,By Month,New Hampshire,Weighted distribution of population (%),89.2,1.5,0.2,3.1,0.0,1.6,4.4
01/01/2020,01/31/2020,2020,1.0,By Month,New Jersey,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,New Jersey,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0.0,1.6,20.9
01/01/2020,01/31/2020,2020,1.0,By Month,New Jersey,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,New Jersey,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,New Jersey,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0.0,1.6,20.9
02/01/2020,02/29/2020,2020,2.0,By Month,New Jersey,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,New Jersey,Count of COVID-19 deaths,403.0,116.0,0.0,60.0,0.0,0.0,106.0
03/01/2020,03/31/2020,2020,3.0,By Month,New Jersey,Distribution of COVID-19 deaths (%),58.7,16.9,0.0,8.7,0.0,0.0,15.5
03/01/2020,03/31/2020,2020,3.0,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0.0,1.6,20.9
03/01/2020,03/31/2020,2020,3.0,By Month,New Jersey,Weighted distribution of population (%),48.3,14.2,0.1,12.5,0.0,1.5,23.4
04/01/2020,04/30/2020,2020,4.0,By Month,New Jersey,Count of COVID-19 deaths,4725.0,1733.0,0.0,537.0,0.0,36.0,1916.0
04/01/2020,04/30/2020,2020,4.0,By Month,New Jersey,Distribution of COVID-19 deaths (%),52.8,19.4,0.0,6.0,0.0,0.4,21.4
04/01/2020,04/30/2020,2020,4.0,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0.0,1.6,20.9
04/01/2020,04/30/2020,2020,4.0,By Month,New Jersey,Weighted distribution of population (%),47.4,15.0,0.1,12.0,0.0,1.5,23.9
05/01/2020,05/31/2020,2020,5.0,By Month,New Jersey,Count of COVID-19 deaths,1879.0,550.0,0.0,208.0,0.0,0.0,705.0
05/01/2020,05/31/2020,2020,5.0,By Month,New Jersey,Distribution of COVID-19 deaths (%),56.0,16.4,0.0,6.2,0.0,0.0,21.0
05/01/2020,05/31/2020,2020,5.0,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0.0,1.6,20.9
05/01/2020,05/31/2020,2020,5.0,By Month,New Jersey,Weighted distribution of population (%),52.3,13.5,0.1,11.1,0.0,1.5,21.4
06/01/2020,06/30/2020,2020,6.0,By Month,New Jersey,Count of COVID-19 deaths,487.0,126.0,0.0,43.0,0.0,0.0,175.0
06/01/2020,06/30/2020,2020,6.0,By Month,New Jersey,Distribution of COVID-19 deaths (%),58.3,15.1,0.0,5.1,0.0,0.0,21.0
06/01/2020,06/30/2020,2020,6.0,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0.0,1.6,20.9
06/01/2020,06/30/2020,2020,6.0,By Month,New Jersey,Weighted distribution of population (%),53.4,14.1,0.1,10.3,0.0,1.6,20.5
07/01/2020,07/31/2020,2020,7.0,By Month,New Jersey,Count of COVID-19 deaths,182.0,54.0,0.0,19.0,0.0,0.0,72.0
07/01/2020,07/31/2020,2020,7.0,By Month,New Jersey,Distribution of COVID-19 deaths (%),55.3,16.4,0.0,5.8,0.0,0.0,21.9
07/01/2020,07/31/2020,2020,7.0,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0.0,1.6,20.9
07/01/2020,07/31/2020,2020,7.0,By Month,New Jersey,Weighted distribution of population (%),53.2,13.2,0.1,11.6,0.0,1.6,20.3
08/01/2020,08/31/2020,2020,8.0,By Month,New Jersey,Count of COVID-19 deaths,100.0,31.0,0.0,0.0,0.0,0.0,31.0
08/01/2020,08/31/2020,2020,8.0,By Month,New Jersey,Distribution of COVID-19 deaths (%),59.5,18.5,0.0,0.0,0.0,0.0,18.5
08/01/2020,08/31/2020,2020,8.0,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0.0,1.6,20.9
08/01/2020,08/31/2020,2020,8.0,By Month,New Jersey,Weighted distribution of population (%),52.2,14.9,0.1,10.1,0.0,1.6,21.1
09/01/2020,09/30/2020,2020,9.0,By Month,New Jersey,Count of COVID-19 deaths,90.0,17.0,0.0,0.0,0.0,0.0,27.0
09/01/2020,09/30/2020,2020,9.0,By Month,New Jersey,Distribution of COVID-19 deaths (%),62.9,11.9,0.0,0.0,0.0,0.0,18.9
09/01/2020,09/30/2020,2020,9.0,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0.0,1.6,20.9
09/01/2020,09/30/2020,2020,9.0,By Month,New Jersey,Weighted distribution of population (%),54.3,13.4,0.1,10.4,0.0,1.6,20.1
10/01/2020,10/31/2020,2020,10.0,By Month,New Jersey,Count of COVID-19 deaths,180.0,30.0,0.0,17.0,0.0,0.0,48.0
10/01/2020,10/31/2020,2020,10.0,By Month,New Jersey,Distribution of COVID-19 deaths (%),65.2,10.9,0.0,6.2,0.0,0.0,17.4
10/01/2020,10/31/2020,2020,10.0,By Month,New Jersey,Unweighted distribution of population (%),54.6,12.9,0.1,9.8,0.0,1.6,20.9
10/01/2020,10/31/2020,2020,10.0,By Month,New Jersey,Weighted distribution of population (%),53.8,13.9,0.1,10.2,0.0,1.6,20.4
11/01/2020,11/30/2020,2020,11.0,By Month,New Jersey,Count of COVID-19 deaths,529.0,126.0,0.0,44.0,0.0,0.0,229.0
