,data_as_of,start_date,end_date,group,year,mmwr_week,week_ending_date,state,covid_19_deaths,total_deaths,percent_of_expected_deaths,pneumonia_deaths,pneumonia_and_covid_19_deaths,influenza_deaths,pneumonia_influenza_or_covid_19_deaths,footnote
1641,2021-05-04T00:00:00.000,2020-08-02T00:00:00.000,2020-08-08T00:00:00.000,By Week,2020,32,2020-08-08T00:00:00.000,Michigan,45,1868,107.00,119,20,0,144,
1642,2021-05-04T00:00:00.000,2020-08-09T00:00:00.000,2020-08-15T00:00:00.000,By Week,2020,33,2020-08-15T00:00:00.000,Michigan,59,2024,115.00,131,23,0,167,
1643,2021-05-04T00:00:00.000,2020-08-16T00:00:00.000,2020-08-22T00:00:00.000,By Week,2020,34,2020-08-22T00:00:00.000,Michigan,57,1926,114.00,121,25,0,153,
1644,2021-05-04T00:00:00.000,2020-08-23T00:00:00.000,2020-08-29T00:00:00.000,By Week,2020,35,2020-08-29T00:00:00.000,Michigan,61,1936,110.0,108,30,0,139,
1645,2021-05-04T00:00:00.000,2020-08-30T00:00:00.000,2020-09-05T00:00:00.000,By Week,2020,36,2020-09-05T00:00:00.000,Michigan,54,1959,112.00,103,29,0,128,
1646,2021-05-04T00:00:00.000,2020-09-06T00:00:00.000,2020-09-12T00:00:00.000,By Week,2020,37,2020-09-12T00:00:00.000,Michigan,40,1942,110.0,92,18,0,114,
1647,2021-05-04T00:00:00.000,2020-09-13T00:00:00.000,2020-09-19T00:00:00.000,By Week,2020,38,2020-09-19T00:00:00.000,Michigan,56,1905,109.00,117,28,0,145,
1648,2021-05-04T00:00:00.000,2020-09-20T00:00:00.000,2020-09-26T00:00:00.000,By Week,2020,39,2020-09-26T00:00:00.000,Michigan,52,2004,112.00,118,27,0,143,
1649,2021-05-04T00:00:00.000,2020-09-27T00:00:00.000,2020-10-03T00:00:00.000,By Week,2020,40,2020-10-03T00:00:00.000,Michigan,77,2031,112.00,116,32,,162,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1650,2021-05-04T00:00:00.000,2020-10-04T00:00:00.000,2020-10-10T00:00:00.000,By Week,2020,41,2020-10-10T00:00:00.000,Michigan,86,2146,120.0,133,39,0,180,
1651,2021-05-04T00:00:00.000,2020-10-11T00:00:00.000,2020-10-17T00:00:00.000,By Week,2020,42,2020-10-17T00:00:00.000,Michigan,126,2029,108.00,150,63,0,213,
1652,2021-05-04T00:00:00.000,2020-10-18T00:00:00.000,2020-10-24T00:00:00.000,By Week,2020,43,2020-10-24T00:00:00.000,Michigan,164,2205,120.0,166,75,0,255,
1653,2021-05-04T00:00:00.000,2020-10-25T00:00:00.000,2020-10-31T00:00:00.000,By Week,2020,44,2020-10-31T00:00:00.000,Michigan,169,2174,115.00,161,72,,258,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1654,2021-05-04T00:00:00.000,2020-11-01T00:00:00.000,2020-11-07T00:00:00.000,By Week,2020,45,2020-11-07T00:00:00.000,Michigan,284,2346,125.00,249,138,,395,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1655,2021-05-04T00:00:00.000,2020-11-08T00:00:00.000,2020-11-14T00:00:00.000,By Week,2020,46,2020-11-14T00:00:00.000,Michigan,391,2425,128.00,325,213,0,503,
1656,2021-05-04T00:00:00.000,2020-11-15T00:00:00.000,2020-11-21T00:00:00.000,By Week,2020,47,2020-11-21T00:00:00.000,Michigan,568,2619,136.00,385,285,0,668,
1657,2021-05-04T00:00:00.000,2020-11-22T00:00:00.000,2020-11-28T00:00:00.000,By Week,2020,48,2020-11-28T00:00:00.000,Michigan,660,2660,140.0,459,362,,757,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1658,2021-05-04T00:00:00.000,2020-11-29T00:00:00.000,2020-12-05T00:00:00.000,By Week,2020,49,2020-12-05T00:00:00.000,Michigan,773,2803,145.00,481,382,,872,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1659,2021-05-04T00:00:00.000,2020-12-06T00:00:00.000,2020-12-12T00:00:00.000,By Week,2020,50,2020-12-12T00:00:00.000,Michigan,821,2956,152.00,531,412,,940,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1660,2021-05-04T00:00:00.000,2020-12-13T00:00:00.000,2020-12-19T00:00:00.000,By Week,2020,51,2020-12-19T00:00:00.000,Michigan,779,2762,142.00,492,392,0,879,
1661,2021-05-04T00:00:00.000,2020-12-20T00:00:00.000,2020-12-26T00:00:00.000,By Week,2020,52,2020-12-26T00:00:00.000,Michigan,646,2632,135.00,411,319,,740,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1662,2021-05-04T00:00:00.000,2020-12-27T00:00:00.000,2021-01-02T00:00:00.000,By Week,2020/2021,53,2021-01-02T00:00:00.000,Michigan,531,2545,131.00,378,268,0,641,
1663,2021-05-04T00:00:00.000,2021-01-03T00:00:00.000,2021-01-09T00:00:00.000,By Week,2021,1,2021-01-09T00:00:00.000,Michigan,481,2349,112.00,327,241,0,567,
1664,2021-05-04T00:00:00.000,2021-01-10T00:00:00.000,2021-01-16T00:00:00.000,By Week,2021,2,2021-01-16T00:00:00.000,Michigan,415,2389,117.00,256,183,,488,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1665,2021-05-04T00:00:00.000,2021-01-17T00:00:00.000,2021-01-23T00:00:00.000,By Week,2021,3,2021-01-23T00:00:00.000,Michigan,356,2337,113.00,281,193,0,444,
1666,2021-05-04T00:00:00.000,2021-01-24T00:00:00.000,2021-01-30T00:00:00.000,By Week,2021,4,2021-01-30T00:00:00.000,Michigan,263,2178,108.00,241,135,0,369,
1667,2021-05-04T00:00:00.000,2021-01-31T00:00:00.000,2021-02-06T00:00:00.000,By Week,2021,5,2021-02-06T00:00:00.000,Michigan,268,2276,116.00,222,129,0,361,
1668,2021-05-04T00:00:00.000,2021-02-07T00:00:00.000,2021-02-13T00:00:00.000,By Week,2021,6,2021-02-13T00:00:00.000,Michigan,175,2067,101.00,170,80,,265,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1669,2021-05-04T00:00:00.000,2021-02-14T00:00:00.000,2021-02-20T00:00:00.000,By Week,2021,7,2021-02-20T00:00:00.000,Michigan,143,2085,106.00,164,72,0,235,
1670,2021-05-04T00:00:00.000,2021-02-21T00:00:00.000,2021-02-27T00:00:00.000,By Week,2021,8,2021-02-27T00:00:00.000,Michigan,114,2057,105.00,116,39,0,191,
1671,2021-05-04T00:00:00.000,2021-02-28T00:00:00.000,2021-03-06T00:00:00.000,By Week,2021,9,2021-03-06T00:00:00.000,Michigan,95,1998,101.00,142,47,,191,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1672,2021-05-04T00:00:00.000,2021-03-07T00:00:00.000,2021-03-13T00:00:00.000,By Week,2021,10,2021-03-13T00:00:00.000,Michigan,89,1843,93.00,129,56,0,162,
1673,2021-05-04T00:00:00.000,2021-03-14T00:00:00.000,2021-03-20T00:00:00.000,By Week,2021,11,2021-03-20T00:00:00.000,Michigan,111,1987,101.00,146,57,0,200,
1674,2021-05-04T00:00:00.000,2021-03-21T00:00:00.000,2021-03-27T00:00:00.000,By Week,2021,12,2021-03-27T00:00:00.000,Michigan,163,2038,105.00,174,88,,250,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1675,2021-05-04T00:00:00.000,2021-03-28T00:00:00.000,2021-04-03T00:00:00.000,By Week,2021,13,2021-04-03T00:00:00.000,Michigan,220,1978,103.00,202,123,0,299,
1676,2021-05-04T00:00:00.000,2021-04-04T00:00:00.000,2021-04-10T00:00:00.000,By Week,2021,14,2021-04-10T00:00:00.000,Michigan,296,2151,110.0,258,174,0,380,
1677,2021-05-04T00:00:00.000,2021-04-11T00:00:00.000,2021-04-17T00:00:00.000,By Week,2021,15,2021-04-17T00:00:00.000,Michigan,325,1729,90.0,238,184,0,379,
1678,2021-05-04T00:00:00.000,2021-04-18T00:00:00.000,2021-04-24T00:00:00.000,By Week,2021,16,2021-04-24T00:00:00.000,Michigan,275,1348,73.00,213,170,,319,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1679,2021-05-04T00:00:00.000,2021-04-25T00:00:00.000,2021-05-01T00:00:00.000,By Week,2021,17,2021-05-01T00:00:00.000,Michigan,97,514,27.00,70,56,0,111,
1680,2021-05-04T00:00:00.000,2019-12-29T00:00:00.000,2020-01-04T00:00:00.000,By Week,2019/2020,1,2020-01-04T00:00:00.000,Minnesota,0,1009,108.00,66,0,,74,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1681,2021-05-04T00:00:00.000,2020-01-05T00:00:00.000,2020-01-11T00:00:00.000,By Week,2020,2,2020-01-11T00:00:00.000,Minnesota,0,950,98.00,60,0,10,70,
1682,2021-05-04T00:00:00.000,2020-01-12T00:00:00.000,2020-01-18T00:00:00.000,By Week,2020,3,2020-01-18T00:00:00.000,Minnesota,0,946,100,64,0,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1683,2021-05-04T00:00:00.000,2020-01-19T00:00:00.000,2020-01-25T00:00:00.000,By Week,2020,4,2020-01-25T00:00:00.000,Minnesota,0,955,105.00,71,0,,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1684,2021-05-04T00:00:00.000,2020-01-26T00:00:00.000,2020-02-01T00:00:00.000,By Week,2020,5,2020-02-01T00:00:00.000,Minnesota,0,942,102.00,76,0,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1685,2021-05-04T00:00:00.000,2020-02-02T00:00:00.000,2020-02-08T00:00:00.000,By Week,2020,6,2020-02-08T00:00:00.000,Minnesota,0,919,100,60,0,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1686,2021-05-04T00:00:00.000,2020-02-09T00:00:00.000,2020-02-15T00:00:00.000,By Week,2020,7,2020-02-15T00:00:00.000,Minnesota,0,941,102.00,51,0,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1687,2021-05-04T00:00:00.000,2020-02-16T00:00:00.000,2020-02-22T00:00:00.000,By Week,2020,8,2020-02-22T00:00:00.000,Minnesota,0,913,101.00,63,0,13,76,
1688,2021-05-04T00:00:00.000,2020-02-23T00:00:00.000,2020-02-29T00:00:00.000,By Week,2020,9,2020-02-29T00:00:00.000,Minnesota,0,933,108.00,68,0,17,85,
1689,2021-05-04T00:00:00.000,2020-03-01T00:00:00.000,2020-03-07T00:00:00.000,By Week,2020,10,2020-03-07T00:00:00.000,Minnesota,0,944,107.00,69,0,17,86,
1690,2021-05-04T00:00:00.000,2020-03-08T00:00:00.000,2020-03-14T00:00:00.000,By Week,2020,11,2020-03-14T00:00:00.000,Minnesota,0,882,104.00,50,0,16,66,
1691,2021-05-04T00:00:00.000,2020-03-15T00:00:00.000,2020-03-21T00:00:00.000,By Week,2020,12,2020-03-21T00:00:00.000,Minnesota,,894,102.00,67,,15,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1692,2021-05-04T00:00:00.000,2020-03-22T00:00:00.000,2020-03-28T00:00:00.000,By Week,2020,13,2020-03-28T00:00:00.000,Minnesota,12,909,107.00,63,,,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1693,2021-05-04T00:00:00.000,2020-03-29T00:00:00.000,2020-04-04T00:00:00.000,By Week,2020,14,2020-04-04T00:00:00.000,Minnesota,25,928,108.00,63,10,,85,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1694,2021-05-04T00:00:00.000,2020-04-05T00:00:00.000,2020-04-11T00:00:00.000,By Week,2020,15,2020-04-11T00:00:00.000,Minnesota,45,943,105.00,93,18,,122,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1695,2021-05-04T00:00:00.000,2020-04-12T00:00:00.000,2020-04-18T00:00:00.000,By Week,2020,16,2020-04-18T00:00:00.000,Minnesota,80,955,112.00,92,24,,148,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1696,2021-05-04T00:00:00.000,2020-04-19T00:00:00.000,2020-04-25T00:00:00.000,By Week,2020,17,2020-04-25T00:00:00.000,Minnesota,148,1016,123.00,96,41,0,203,
1697,2021-05-04T00:00:00.000,2020-04-26T00:00:00.000,2020-05-02T00:00:00.000,By Week,2020,18,2020-05-02T00:00:00.000,Minnesota,157,1042,124.00,97,43,,212,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1698,2021-05-04T00:00:00.000,2020-05-03T00:00:00.000,2020-05-09T00:00:00.000,By Week,2020,19,2020-05-09T00:00:00.000,Minnesota,169,1056,124.00,84,44,,211,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1699,2021-05-04T00:00:00.000,2020-05-10T00:00:00.000,2020-05-16T00:00:00.000,By Week,2020,20,2020-05-16T00:00:00.000,Minnesota,142,1000,118.00,95,53,0,184,
1700,2021-05-04T00:00:00.000,2020-05-17T00:00:00.000,2020-05-23T00:00:00.000,By Week,2020,21,2020-05-23T00:00:00.000,Minnesota,166,1005,123.00,78,40,,205,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1701,2021-05-04T00:00:00.000,2020-05-24T00:00:00.000,2020-05-30T00:00:00.000,By Week,2020,22,2020-05-30T00:00:00.000,Minnesota,156,1017,125.00,92,38,0,210,
1702,2021-05-04T00:00:00.000,2020-05-31T00:00:00.000,2020-06-06T00:00:00.000,By Week,2020,23,2020-06-06T00:00:00.000,Minnesota,152,1038,131.00,84,40,,198,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1703,2021-05-04T00:00:00.000,2020-06-07T00:00:00.000,2020-06-13T00:00:00.000,By Week,2020,24,2020-06-13T00:00:00.000,Minnesota,90,973,124.00,62,25,,128,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1704,2021-05-04T00:00:00.000,2020-06-14T00:00:00.000,2020-06-20T00:00:00.000,By Week,2020,25,2020-06-20T00:00:00.000,Minnesota,68,941,123.00,65,16,0,117,
1705,2021-05-04T00:00:00.000,2020-06-21T00:00:00.000,2020-06-27T00:00:00.000,By Week,2020,26,2020-06-27T00:00:00.000,Minnesota,54,840,105.00,58,12,0,100,
1706,2021-05-04T00:00:00.000,2020-06-28T00:00:00.000,2020-07-04T00:00:00.000,By Week,2020,27,2020-07-04T00:00:00.000,Minnesota,44,876,109.00,45,,0,80,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1707,2021-05-04T00:00:00.000,2020-07-05T00:00:00.000,2020-07-11T00:00:00.000,By Week,2020,28,2020-07-11T00:00:00.000,Minnesota,32,865,107.00,46,,0,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1708,2021-05-04T00:00:00.000,2020-07-12T00:00:00.000,2020-07-18T00:00:00.000,By Week,2020,29,2020-07-18T00:00:00.000,Minnesota,38,869,112.00,57,10,0,85,
1709,2021-05-04T00:00:00.000,2020-07-19T00:00:00.000,2020-07-25T00:00:00.000,By Week,2020,30,2020-07-25T00:00:00.000,Minnesota,34,878,108.00,54,,0,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1710,2021-05-04T00:00:00.000,2020-07-26T00:00:00.000,2020-08-01T00:00:00.000,By Week,2020,31,2020-08-01T00:00:00.000,Minnesota,36,818,99.00,40,10,0,66,
1711,2021-05-04T00:00:00.000,2020-08-02T00:00:00.000,2020-08-08T00:00:00.000,By Week,2020,32,2020-08-08T00:00:00.000,Minnesota,46,897,105.00,59,17,0,88,
1712,2021-05-04T00:00:00.000,2020-08-09T00:00:00.000,2020-08-15T00:00:00.000,By Week,2020,33,2020-08-15T00:00:00.000,Minnesota,51,888,112.00,55,17,0,89,
1713,2021-05-04T00:00:00.000,2020-08-16T00:00:00.000,2020-08-22T00:00:00.000,By Week,2020,34,2020-08-22T00:00:00.000,Minnesota,59,907,112.00,58,20,0,97,
1714,2021-05-04T00:00:00.000,2020-08-23T00:00:00.000,2020-08-29T00:00:00.000,By Week,2020,35,2020-08-29T00:00:00.000,Minnesota,40,919,112.00,59,17,0,82,
1715,2021-05-04T00:00:00.000,2020-08-30T00:00:00.000,2020-09-05T00:00:00.000,By Week,2020,36,2020-09-05T00:00:00.000,Minnesota,51,895,109.00,52,16,,88,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1716,2021-05-04T00:00:00.000,2020-09-06T00:00:00.000,2020-09-12T00:00:00.000,By Week,2020,37,2020-09-12T00:00:00.000,Minnesota,57,893,109.00,44,13,0,88,
1717,2021-05-04T00:00:00.000,2020-09-13T00:00:00.000,2020-09-19T00:00:00.000,By Week,2020,38,2020-09-19T00:00:00.000,Minnesota,47,957,114.00,51,13,0,85,
1718,2021-05-04T00:00:00.000,2020-09-20T00:00:00.000,2020-09-26T00:00:00.000,By Week,2020,39,2020-09-26T00:00:00.000,Minnesota,57,969,114.00,73,21,0,109,
1719,2021-05-04T00:00:00.000,2020-09-27T00:00:00.000,2020-10-03T00:00:00.000,By Week,2020,40,2020-10-03T00:00:00.000,Minnesota,73,886,103.00,69,29,0,113,
1720,2021-05-04T00:00:00.000,2020-10-04T00:00:00.000,2020-10-10T00:00:00.000,By Week,2020,41,2020-10-10T00:00:00.000,Minnesota,85,1013,117.00,65,24,0,126,
1721,2021-05-04T00:00:00.000,2020-10-11T00:00:00.000,2020-10-17T00:00:00.000,By Week,2020,42,2020-10-17T00:00:00.000,Minnesota,100,953,108.00,63,30,0,133,
1722,2021-05-04T00:00:00.000,2020-10-18T00:00:00.000,2020-10-24T00:00:00.000,By Week,2020,43,2020-10-24T00:00:00.000,Minnesota,124,1030,118.00,91,42,0,173,
1723,2021-05-04T00:00:00.000,2020-10-25T00:00:00.000,2020-10-31T00:00:00.000,By Week,2020,44,2020-10-31T00:00:00.000,Minnesota,156,1075,123.00,94,46,0,204,
1724,2021-05-04T00:00:00.000,2020-11-01T00:00:00.000,2020-11-07T00:00:00.000,By Week,2020,45,2020-11-07T00:00:00.000,Minnesota,218,1145,127.00,125,70,,274,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1725,2021-05-04T00:00:00.000,2020-11-08T00:00:00.000,2020-11-14T00:00:00.000,By Week,2020,46,2020-11-14T00:00:00.000,Minnesota,281,1197,132.00,148,111,0,318,
1726,2021-05-04T00:00:00.000,2020-11-15T00:00:00.000,2020-11-21T00:00:00.000,By Week,2020,47,2020-11-21T00:00:00.000,Minnesota,406,1325,151.00,229,166,,470,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1727,2021-05-04T00:00:00.000,2020-11-22T00:00:00.000,2020-11-28T00:00:00.000,By Week,2020,48,2020-11-28T00:00:00.000,Minnesota,444,1397,161.00,210,161,,493,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1728,2021-05-04T00:00:00.000,2020-11-29T00:00:00.000,2020-12-05T00:00:00.000,By Week,2020,49,2020-12-05T00:00:00.000,Minnesota,471,1333,150.0,216,167,0,520,
1729,2021-05-04T00:00:00.000,2020-12-06T00:00:00.000,2020-12-12T00:00:00.000,By Week,2020,50,2020-12-12T00:00:00.000,Minnesota,482,1382,157.00,224,178,,530,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1730,2021-05-04T00:00:00.000,2020-12-13T00:00:00.000,2020-12-19T00:00:00.000,By Week,2020,51,2020-12-19T00:00:00.000,Minnesota,407,1268,137.00,206,161,0,452,
1731,2021-05-04T00:00:00.000,2020-12-20T00:00:00.000,2020-12-26T00:00:00.000,By Week,2020,52,2020-12-26T00:00:00.000,Minnesota,326,1203,127.00,164,130,,360,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1732,2021-05-04T00:00:00.000,2020-12-27T00:00:00.000,2021-01-02T00:00:00.000,By Week,2020/2021,53,2021-01-02T00:00:00.000,Minnesota,281,1187,126.00,130,97,,314,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1733,2021-05-04T00:00:00.000,2021-01-03T00:00:00.000,2021-01-09T00:00:00.000,By Week,2021,1,2021-01-09T00:00:00.000,Minnesota,238,1137,121.00,122,81,0,279,
1734,2021-05-04T00:00:00.000,2021-01-10T00:00:00.000,2021-01-16T00:00:00.000,By Week,2021,2,2021-01-16T00:00:00.000,Minnesota,215,1076,111.00,125,84,0,256,
1735,2021-05-04T00:00:00.000,2021-01-17T00:00:00.000,2021-01-23T00:00:00.000,By Week,2021,3,2021-01-23T00:00:00.000,Minnesota,132,944,100,77,43,,167,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1736,2021-05-04T00:00:00.000,2021-01-24T00:00:00.000,2021-01-30T00:00:00.000,By Week,2021,4,2021-01-30T00:00:00.000,Minnesota,121,922,101.00,65,35,0,151,
1737,2021-05-04T00:00:00.000,2021-01-31T00:00:00.000,2021-02-06T00:00:00.000,By Week,2021,5,2021-02-06T00:00:00.000,Minnesota,99,981,107.00,72,31,0,140,
1738,2021-05-04T00:00:00.000,2021-02-07T00:00:00.000,2021-02-13T00:00:00.000,By Week,2021,6,2021-02-13T00:00:00.000,Minnesota,93,901,98.00,67,30,0,130,
1739,2021-05-04T00:00:00.000,2021-02-14T00:00:00.000,2021-02-20T00:00:00.000,By Week,2021,7,2021-02-20T00:00:00.000,Minnesota,65,898,97.00,69,23,0,111,
1740,2021-05-04T00:00:00.000,2021-02-21T00:00:00.000,2021-02-27T00:00:00.000,By Week,2021,8,2021-02-27T00:00:00.000,Minnesota,48,956,106.00,52,15,0,85,
1741,2021-05-04T00:00:00.000,2021-02-28T00:00:00.000,2021-03-06T00:00:00.000,By Week,2021,9,2021-03-06T00:00:00.000,Minnesota,56,912,105.00,66,24,0,98,
1742,2021-05-04T00:00:00.000,2021-03-07T00:00:00.000,2021-03-13T00:00:00.000,By Week,2021,10,2021-03-13T00:00:00.000,Minnesota,58,835,95.00,48,15,0,91,
1743,2021-05-04T00:00:00.000,2021-03-14T00:00:00.000,2021-03-20T00:00:00.000,By Week,2021,11,2021-03-20T00:00:00.000,Minnesota,40,821,97.00,43,12,0,71,
1744,2021-05-04T00:00:00.000,2021-03-21T00:00:00.000,2021-03-27T00:00:00.000,By Week,2021,12,2021-03-27T00:00:00.000,Minnesota,35,804,92.00,34,15,0,54,
1745,2021-05-04T00:00:00.000,2021-03-28T00:00:00.000,2021-04-03T00:00:00.000,By Week,2021,13,2021-04-03T00:00:00.000,Minnesota,46,805,95.00,70,27,0,89,
1746,2021-05-04T00:00:00.000,2021-04-04T00:00:00.000,2021-04-10T00:00:00.000,By Week,2021,14,2021-04-10T00:00:00.000,Minnesota,56,755,88.00,65,24,,98,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1747,2021-05-04T00:00:00.000,2021-04-11T00:00:00.000,2021-04-17T00:00:00.000,By Week,2021,15,2021-04-17T00:00:00.000,Minnesota,43,602,67.00,49,22,0,70,
1748,2021-05-04T00:00:00.000,2021-04-18T00:00:00.000,2021-04-24T00:00:00.000,By Week,2021,16,2021-04-24T00:00:00.000,Minnesota,38,484,57.00,34,21,0,51,
1749,2021-05-04T00:00:00.000,2021-04-25T00:00:00.000,2021-05-01T00:00:00.000,By Week,2021,17,2021-05-01T00:00:00.000,Minnesota,33,302,37.00,26,16,0,43,
1750,2021-05-04T00:00:00.000,2019-12-29T00:00:00.000,2020-01-04T00:00:00.000,By Week,2019/2020,1,2020-01-04T00:00:00.000,Mississippi,0,673,95.00,64,0,,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1751,2021-05-04T00:00:00.000,2020-01-05T00:00:00.000,2020-01-11T00:00:00.000,By Week,2020,2,2020-01-11T00:00:00.000,Mississippi,0,648,94.00,52,0,,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1752,2021-05-04T00:00:00.000,2020-01-12T00:00:00.000,2020-01-18T00:00:00.000,By Week,2020,3,2020-01-18T00:00:00.000,Mississippi,0,624,94.00,42,0,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1753,2021-05-04T00:00:00.000,2020-01-19T00:00:00.000,2020-01-25T00:00:00.000,By Week,2020,4,2020-01-25T00:00:00.000,Mississippi,0,611,94.00,38,0,,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1754,2021-05-04T00:00:00.000,2020-01-26T00:00:00.000,2020-02-01T00:00:00.000,By Week,2020,5,2020-02-01T00:00:00.000,Mississippi,0,608,93.00,50,0,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1755,2021-05-04T00:00:00.000,2020-02-02T00:00:00.000,2020-02-08T00:00:00.000,By Week,2020,6,2020-02-08T00:00:00.000,Mississippi,0,703,103.00,56,0,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1756,2021-05-04T00:00:00.000,2020-02-09T00:00:00.000,2020-02-15T00:00:00.000,By Week,2020,7,2020-02-15T00:00:00.000,Mississippi,0,648,99.00,50,0,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1757,2021-05-04T00:00:00.000,2020-02-16T00:00:00.000,2020-02-22T00:00:00.000,By Week,2020,8,2020-02-22T00:00:00.000,Mississippi,0,625,96.00,43,0,,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1758,2021-05-04T00:00:00.000,2020-02-23T00:00:00.000,2020-02-29T00:00:00.000,By Week,2020,9,2020-02-29T00:00:00.000,Mississippi,0,665,108.00,55,0,10,65,
1759,2021-05-04T00:00:00.000,2020-03-01T00:00:00.000,2020-03-07T00:00:00.000,By Week,2020,10,2020-03-07T00:00:00.000,Mississippi,0,663,106.00,57,0,,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1760,2021-05-04T00:00:00.000,2020-03-08T00:00:00.000,2020-03-14T00:00:00.000,By Week,2020,11,2020-03-14T00:00:00.000,Mississippi,0,623,98.00,49,0,,56,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1761,2021-05-04T00:00:00.000,2020-03-15T00:00:00.000,2020-03-21T00:00:00.000,By Week,2020,12,2020-03-21T00:00:00.000,Mississippi,,625,99.00,52,0,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1762,2021-05-04T00:00:00.000,2020-03-22T00:00:00.000,2020-03-28T00:00:00.000,By Week,2020,13,2020-03-28T00:00:00.000,Mississippi,15,698,119.00,62,,,75,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1763,2021-05-04T00:00:00.000,2020-03-29T00:00:00.000,2020-04-04T00:00:00.000,By Week,2020,14,2020-04-04T00:00:00.000,Mississippi,53,707,114.00,85,24,,115,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1764,2021-05-04T00:00:00.000,2020-04-05T00:00:00.000,2020-04-11T00:00:00.000,By Week,2020,15,2020-04-11T00:00:00.000,Mississippi,66,699,116.00,86,35,,118,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
