Data as of,Start Date,End Date,Year,Month,Group,State,Indicator,Non-Hispanic White,Non-Hispanic Black or African American,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Non Hispanic more than one race,Hispanic or Latino,Footnote
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,New Mexico,Unweighted distribution of population (%),36.8,1.9,8.8,1.6,0.1,1.5,49.3,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,New Mexico,Weighted distribution of population (%),36.2,2.4,4.7,2.2,0.1,1.7,52.8,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,New York,Count of COVID-19 deaths,17612,2922,56,768,,46,2787,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,New York,Distribution of COVID-19 deaths (%),72.6,12,0.2,3.2,,0.2,11.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,New York,Weighted distribution of population (%),64,10.7,0.2,6.3,0,1.6,17.1,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,New York,Count of COVID-19 deaths,11149,2149,39,535,,29,2084,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,New York,Distribution of COVID-19 deaths (%),69.4,13.4,0.2,3.3,,0.2,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,New York,Weighted distribution of population (%),63.3,10.8,0.2,6.5,0,1.6,17.6,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,New York,Count of COVID-19 deaths,6463,773,17,233,,17,703,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,New York,Distribution of COVID-19 deaths (%),78.7,9.4,0.2,2.8,,0.2,8.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,New York,Weighted distribution of population (%),65.4,10.7,0.2,5.9,0,1.6,16.1,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,New York,Count of COVID-19 deaths,0,0,0,0,0,0,0,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,New York,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,New York,Weighted distribution of population (%),0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,New York,Count of COVID-19 deaths,,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,New York,Distribution of COVID-19 deaths (%),,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,New York,Weighted distribution of population (%),56.1,12.6,0.1,8.9,0,1.5,20.8,
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,New York,Count of COVID-19 deaths,400,143,0,37,0,,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,New York,Distribution of COVID-19 deaths (%),58,20.7,0,5.4,0,,14.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,New York,Weighted distribution of population (%),60.3,11,0.2,7.8,0,1.5,19.3,
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,New York,Count of COVID-19 deaths,4427,1225,10,308,,12,1198,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,New York,Distribution of COVID-19 deaths (%),61.2,16.9,0.1,4.3,,0.2,16.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,New York,Weighted distribution of population (%),61.5,10.7,0.2,7.1,0,1.5,19.1,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,New York,Count of COVID-19 deaths,1830,361,,80,,,405,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,New York,Distribution of COVID-19 deaths (%),67.8,13.4,,3,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,New York,Weighted distribution of population (%),64,10.4,0.2,6.1,0,1.6,17.6,
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,New York,Count of COVID-19 deaths,459,72,,24,0,0,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,New York,Distribution of COVID-19 deaths (%),73.2,11.5,,3.8,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,New York,Weighted distribution of population (%),65,11,0.2,6.1,0,1.7,16,
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,New York,Count of COVID-19 deaths,176,29,0,,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,New York,Distribution of COVID-19 deaths (%),75.2,12.4,0,,,0,8.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,New York,Weighted distribution of population (%),65.5,10.8,0.3,6,0,1.7,15.7,
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,New York,Count of COVID-19 deaths,114,12,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,New York,Distribution of COVID-19 deaths (%),80.3,8.5,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,New York,Weighted distribution of population (%),66.9,11.1,0.3,5.5,0,1.8,14.4,
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,New York,Count of COVID-19 deaths,96,11,0,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,New York,Distribution of COVID-19 deaths (%),80.7,9.2,0,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,New York,Weighted distribution of population (%),67.6,10.4,0.3,5.1,0,1.7,14.8,
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,New York,Count of COVID-19 deaths,242,18,,,0,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,New York,Distribution of COVID-19 deaths (%),84.3,6.3,,,0,,6.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,New York,Weighted distribution of population (%),66.7,11.1,0.3,5.6,0,1.7,14.5,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,New York,Count of COVID-19 deaths,792,50,,,0,,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,New York,Distribution of COVID-19 deaths (%),85.6,5.4,,,0,,7.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,New York,Weighted distribution of population (%),68.9,11.6,0.3,5.1,0,1.8,12.2,
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,New York,Count of COVID-19 deaths,2611,228,14,57,0,,187,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,New York,Distribution of COVID-19 deaths (%),84.1,7.3,0.5,1.8,0,,6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,New York,Weighted distribution of population (%),68.3,11.1,0.3,5,0,1.8,13.4,
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,New York,Count of COVID-19 deaths,3606,311,,91,,10,290,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,New York,Distribution of COVID-19 deaths (%),83.5,7.2,,2.1,,0.2,6.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,New York,Weighted distribution of population (%),66.5,10.7,0.3,5.5,0,1.7,15.3,
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,New York,Count of COVID-19 deaths,1660,243,,69,0,,201,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,New York,Distribution of COVID-19 deaths (%),75.9,11.1,,3.2,0,,9.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,New York,Weighted distribution of population (%),64.8,10.7,0.2,6.1,0,1.6,16.5,
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,New York,Count of COVID-19 deaths,800,129,,50,0,,146,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,New York,Distribution of COVID-19 deaths (%),70.9,11.4,,4.4,0,,12.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,New York,Weighted distribution of population (%),63.6,10.6,0.2,6.4,0,1.6,17.6,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,New York,Count of COVID-19 deaths,397,90,,23,0,,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,New York,Distribution of COVID-19 deaths (%),68.7,15.6,,4,0,,11.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,New York,Unweighted distribution of population (%),72.6,8.9,0.3,4.4,0,1.8,11.9,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,New York,Weighted distribution of population (%),64.7,10.9,0.2,6.4,0,1.6,16.1,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,New York City,Count of COVID-19 deaths,8060,7608,,3158,,48,8442,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,New York City,Distribution of COVID-19 deaths (%),28.5,26.9,,11.2,,0.2,29.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,New York City,Weighted distribution of population (%),31.3,23,0.2,15.4,0.1,1.9,28.1,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,New York City,Count of COVID-19 deaths,6010,6299,,2211,,42,6809,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,New York City,Distribution of COVID-19 deaths (%),27.1,28.4,,10,,0.2,30.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,New York City,Weighted distribution of population (%),31.1,23.1,0.2,15.4,0.1,1.9,28.2,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,New York City,Count of COVID-19 deaths,2050,1309,0,947,0,,1633,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,New York City,Distribution of COVID-19 deaths (%),33.7,21.5,0,15.6,0,,26.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,New York City,Weighted distribution of population (%),32.2,22.8,0.2,15.3,0.1,1.9,27.6,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,New York City,Count of COVID-19 deaths,0,0,0,0,0,0,0,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,New York City,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,New York City,Weighted distribution of population (%),0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,New York City,Count of COVID-19 deaths,0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,New York City,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,New York City,Weighted distribution of population (%),0,0,0,0,0,0,0,
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,New York City,Count of COVID-19 deaths,584,699,0,189,0,,630,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,New York City,Distribution of COVID-19 deaths (%),26.8,32.1,0,8.7,0,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,New York City,Weighted distribution of population (%),30.8,23.1,0.2,15.8,0.1,1.9,28.1,
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,New York City,Count of COVID-19 deaths,3838,4344,,1439,,29,4628,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,New York City,Distribution of COVID-19 deaths (%),25.8,29.2,,9.7,,0.2,31.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,New York City,Weighted distribution of population (%),30.9,23.2,0.2,15.5,0.1,1.9,28.3,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,New York City,Count of COVID-19 deaths,772,760,,315,0,,900,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,New York City,Distribution of COVID-19 deaths (%),27.1,26.7,,11.1,0,,31.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,New York City,Weighted distribution of population (%),31.6,22.7,0.2,15,0.1,1.9,28.6,
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,New York City,Count of COVID-19 deaths,128,132,,54,0,0,161,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,New York City,Distribution of COVID-19 deaths (%),26.2,27,,11,0,0,32.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,New York City,Weighted distribution of population (%),30.7,23,0.2,15.1,0.1,1.9,29.1,
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,New York City,Count of COVID-19 deaths,59,49,,17,0,,64,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,New York City,Distribution of COVID-19 deaths (%),29.9,24.9,,8.6,0,,32.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,New York City,Weighted distribution of population (%),29.9,22.2,0.2,15.5,0.1,1.8,30.2,
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,New York City,Count of COVID-19 deaths,27,30,0,10,0,0,35,
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,New York City,Distribution of COVID-19 deaths (%),25.7,28.6,0,9.5,0,0,33.3,
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,New York City,Weighted distribution of population (%),31,22.1,0.2,14.2,0.1,1.8,30.6,
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,New York City,Count of COVID-19 deaths,32,24,0,10,0,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,New York City,Distribution of COVID-19 deaths (%),32.7,24.5,0,10.2,0,,28.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,New York City,Weighted distribution of population (%),31.3,23.7,0.2,13.7,0.1,1.8,29.2,
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,New York City,Count of COVID-19 deaths,65,32,0,10,0,0,35,
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,New York City,Distribution of COVID-19 deaths (%),43.9,21.6,0,6.8,0,0,23.6,
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,New York City,Weighted distribution of population (%),34.1,21.9,0.2,15.1,0.1,1.9,26.7,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,New York City,Count of COVID-19 deaths,122,56,0,40,0,0,71,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,New York City,Distribution of COVID-19 deaths (%),41.6,19.1,0,13.7,0,0,24.2,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,New York City,Weighted distribution of population (%),32.8,23.3,0.2,14.9,0.1,1.9,26.8,
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,New York City,Count of COVID-19 deaths,383,173,0,127,0,,257,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,New York City,Distribution of COVID-19 deaths (%),39.9,18,0,13.2,0,,26.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,New York City,Weighted distribution of population (%),33.4,21.9,0.2,15.6,0.1,1.9,26.8,
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,New York City,Count of COVID-19 deaths,700,397,0,309,0,,465,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,New York City,Distribution of COVID-19 deaths (%),36.6,20.8,0,16.2,0,,24.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,New York City,Weighted distribution of population (%),32.5,22.8,0.2,15.4,0.1,1.9,27.1,
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,New York City,Count of COVID-19 deaths,669,378,0,275,0,,535,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,New York City,Distribution of COVID-19 deaths (%),35.3,19.9,0,14.5,0,,28.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,New York City,Weighted distribution of population (%),32.1,22.7,0.2,15.2,0.1,1.9,27.8,
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,New York City,Count of COVID-19 deaths,452,356,0,263,0,0,425,
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,New York City,Distribution of COVID-19 deaths (%),29.5,23.3,0,17.2,0,0,27.8,
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,New York City,Weighted distribution of population (%),32,22.5,0.2,15.3,0.1,1.9,28.1,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,New York City,Count of COVID-19 deaths,229,178,0,100,0,0,208,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,New York City,Distribution of COVID-19 deaths (%),31,24.1,0,13.5,0,0,28.1,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,New York City,Unweighted distribution of population (%),32.2,21.9,0.2,14.7,0.1,1.8,29.1,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,New York City,Weighted distribution of population (%),31.8,23.3,0.2,15.4,0.1,1.9,27.4,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,North Carolina,Count of COVID-19 deaths,5763,2297,107,108,,,492,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,North Carolina,Distribution of COVID-19 deaths (%),65.6,26.1,1.2,1.2,,,5.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,North Carolina,Unweighted distribution of population (%),62.6,21.4,1.1,3.1,0.1,2,9.8,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,North Carolina,Weighted distribution of population (%),55.8,25.4,0.6,5,0.1,2.1,11.1,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,North Carolina,Count of COVID-19 deaths,5422,2211,104,106,,,481,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,North Carolina,Distribution of COVID-19 deaths (%),65,26.5,1.2,1.3,,,5.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,North Carolina,Unweighted distribution of population (%),62.6,21.4,1.1,3.1,0.1,2,9.8,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,North Carolina,Weighted distribution of population (%),55.5,25.6,0.6,5.1,0.1,2.1,11.1,
